gene	lung_mean_RNAi
CSDE1	-0.090591698
EVI5	-0.007649945
DAP3	0.024972617
CACNB1	0.069665246
NPHS2	0.090131819
CACNB2	-0.009022417
BTG2	-0.086595797
PXDN	0.083233055
CACNB3	-0.153541187
ALMS1	0.07812018
RNF103	0.062894832
TUBA1A	0.006707563
PAX8	-0.004448684
CACNB4	-0.03884313
IL1R2	-0.02934476
MALL	0.085527787
CXCR4	-0.009538567
FZD5	-0.158395974
SCG2	0.155565778
CACNG1	0.024287747
BRPF1	-0.061509494
IFRD2	-0.001371171
MAPKAPK3	0.020105581
SEMA3B	-0.023458675
SLMAP	-0.068033009
MANF	-0.126841484
USP7	-0.242904111
RAB7A	-0.13269472
SLC25A20	-0.097686604
SLBP	-0.303539999
DUSP26	-0.124568987
CRELD1	0.082835278
MRPL57	0.15130453
COLEC11	-0.016216465
OTUB2	0.018105441
PCYOX1L	-0.131711432
YIPF2	-0.108973966
PRR14	-0.019312356
C7orf49	-0.000984649
GDAP1L1	0.141207256
LRFN4	0.113036357
CAD	-0.445034801
VKORC1	0.052295421
TRIR	-0.146196209
MIS12	-0.14181434
CUEDC2	0.058285477
SCNM1	0.118946312
METRN	0.02212283
DBNDD1	0.073111016
DDX50	-0.016099179
CAMKV	-0.107340075
DDA1	8.76E-05
GGCT	0.091753982
CENPM	-0.3530854
TMEM106C	-0.08022931
NUP37	0.003525485
AHNAK	-0.146951261
ZNF655	0.057268552
SPATA5L1	-0.122198398
ST8SIA4	0.081376541
PDCL3	-0.108039621
ERI3	0.127905526
NABP2	-0.028466778
KXD1	0.069777706
ZFYVE21	0.091292259
DDX54	-0.652597373
TMEM38A	0.047875372
TSEN34	0.019244298
KCTD15	-0.080636192
REEP5	-0.09728707
NOC4L	-0.889152817
ALG8	0.024791282
TRPM8	-0.101066002
PRRG4	0.043979233
PRRG3	0.061857934
ATG9A	-0.034601915
METTL16	-0.005371336
FTO	-0.090002704
KDELC1	0.166062186
ELOVL6	0.215944042
FASTKD3	-0.086147077
TMEM109	-0.010671258
C2orf49	0.000891953
DSCC1	0.02838155
DCTPP1	-0.370832882
LBHD1	-0.16492125
MLPH	-0.01890939
WDR77	-0.299975295
SLC25A23	0.074133968
ALG12	0.046762647
ZNF426	-0.032558778
TMUB2	-0.226261684
CARD14	-0.067336966
CHAC1	0.131058747
C11orf49	-0.082472592
TRIM48	0.045219445
C1orf116	-0.10540913
TAF1D	0.114190952
RNF26	0.011364364
MAPKAP1	-0.130238938
DEK	-0.036176538
DHX58	-0.067799382
NDUFAF5	0.071533263
APOO	0.01220481
RETREG2	0.099719409
DERL1	0.049676758
CCDC28B	0.017843261
PHF23	-0.105836267
MBOAT7	0.001711176
PPDPF	0.03618485
CHCHD7	0.077663067
FKRP	-0.042216234
MMP28	0.040626729
ZSCAN5A	-0.068544257
ALDH5A1	-0.028449089
FA2H	0.050278444
GDPD3	0.052239999
DHRS11	-0.023530502
TNIP2	-0.028605234
PLEKHF1	-0.113542746
MFSD11	0.004736611
GNPTAB	0.093320841
TMEM243	0.208756288
LENG1	0.028109451
LILRP2	-0.027346232
LILRA6	-0.091194821
C1orf35	0.069587676
BAG6	-0.07719118
PRR15L	-0.283287885
RBM42	-0.905620776
CENPO	-0.284198597
CRELD2	0.130557082
ZNF343	-0.024864808
FBXL15	0.160095218
ZNF576	-0.060678627
GPANK1	-0.015977463
EFHD2	0.040064313
TTPAL	0.093128474
BRCC3	0.043472392
FSD1	0.07659504
TMEM43	0.087222353
DDX39B	-0.866223347
IRX6	0.012825596
IRX3	-0.021186674
IRX1	-0.011671822
ABHD16A	-0.073156813
SLC39A7	-0.358437382
THOC6	-0.246276437
HSD17B8	-0.043560669
ZNF557	-0.16051151
MMEL1	-0.158094059
DCAF10	0.088318791
OR13A1	0.013199304
OR5H6	-0.115640131
CALB1	0.004498967
OR7E91P	0.266482997
OR2H2	-0.056105358
OR51B4	-0.112690249
OR51B2	0.038420052
NELFE	-0.311900115
RSG1	0.10056199
ZXDC	-0.071104941
BHLHE41	0.037146233
HMGN5	-0.101260122
FCRL2	-0.163926405
B3GNT4	-0.049686358
BCL2L14	-0.027851639
CALB2	-0.110116498
LST1	0.022324121
NOX5	0.031068843
PLA2G7	-0.058812034
GLB1L	0.016660711
KREMEN2	0.169594681
LRFN3	-0.029525189
C17orf62	-0.210066123
TFEB	-0.179168228
HAUS3	-0.582941832
LRRC2	-0.150708633
FYCO1	0.010225643
BIRC7	-0.133080097
WDR25	0.029044091
PAGR1	-0.079184119
ULBP3	-0.064986018
S100G	-0.16231659
RNF217-AS1	0.033951476
RIPOR1	0.122807679
MAIP1	-0.211420186
EPM2A	-0.086153334
NKAIN1	0.065777513
GCC1	-0.118203878
ATP13A3	-0.080238688
TTC13	0.076485089
EPS8L3	0.040896251
ABHD8	0.07376215
NKAP	-0.525713653
CDC73	-0.449435687
SLC52A2	-0.121266618
SPAG16	-0.164027201
CORO7	-0.084194203
CARS2	-0.331170489
RNF128	-0.027964325
MRPL24	-0.294971566
C10orf76	-0.280094478
MUL1	0.071260894
SAP130	-0.244398341
RNF219	-0.127667274
CALCA	0.023142505
TCTN1	0.016804051
ADIPOR2	0.032073546
CERS4	0.141236666
PGBD5	0.003449196
FAM118B	-0.133589868
RIC3	0.103974351
VCPKMT	0.105601667
ACSS3	-0.043122909
NAA16	0.134988988
CCNJL	-0.096272065
HMBOX1	-0.057125997
RNASEH2B	0.15775547
SNRNP25	-0.61582613
GALNT14	0.041221524
NDNF	0.056116377
TNFAIP8L2	0.155663876
OGFRL1	-0.028843382
SH3TC2	0.068971522
OCEL1	0.03509143
C1orf54	-0.362370505
FAM184A	0.040090755
FAT4	0.200119432
SCRN3	-0.063556622
CCDC121	0.175232363
ARMC7	-0.038560893
C22orf46	0.191645977
ROGDI	-0.080796407
ARSJ	-0.010341446
CHMP6	-0.187260476
SRD5A3	-0.021997291
EFCAB1	0.03681091
PANK3	-0.467014785
AKIRIN1	0.088131834
MCPH1	-0.198756047
AIMP2	-0.148268606
USB1	0.0323548
RHBDF2	-0.008321355
TMEM204	0.030461861
HECTD3	-0.21421144
BEND5	-0.031367295
RPAP3	-0.32210955
ARHGAP10	-0.162016418
DYNC2H1	0.016554482
PPP1R3B	-0.371582566
NEIL1	0.028095077
HSPBAP1	0.037432661
ICE2	-0.191842881
DHX40	-0.09698927
PARP8	0.03135577
C3orf52	-0.324866393
ZCCHC6	-0.072370254
FN3KRP	-0.095285875
ZNF329	0.173088366
VEPH1	0.098870743
FASTKD1	-0.067273403
OGFOD2	-0.052124667
VTCN1	0.044105267
RTL10	-0.069595472
CENPU	0.040695482
ZDHHC14	0.054099218
MSANTD2	0.210006761
SAP30L	-0.088795992
STEAP4	-0.024127185
GAL3ST4	0.036685294
QTRT2	-0.027590717
ZNF322	-0.178553187
YRDC	-0.302321077
MANEA	-0.034069753
GALNT12	0.087098279
RIOX1	0.039417947
ZMAT4	0.033499373
CALCB	0.005752563
OGFOD3	0.041137025
C11orf80	0.062087658
LRRK1	-0.021908936
PRKRIP1	0.161555374
NOL9	-0.290783627
COLGALT1	-0.032260317
MORC4	0.188218433
IPO4	0.030559626
IGFLR1	-0.238282198
CCDC51	-0.160319049
NPEPL1	-0.187262303
PPCS	0.047293909
TBL1XR1	-0.008582664
AAGAB	-0.088626043
VPS37B	-0.212904046
SUV39H2	-0.042450918
ZNF768	0.106481441
THAP9	0.056387264
WDR59	-0.035649038
LIN28A	-0.016127051
PALB2	-0.164104435
SH3D21	0.174096206
NSUN7	0.141572351
NARS2	-0.176591204
E2F8	0.028091242
KCTD17	-0.017433065
TBC1D17	-0.005089595
TEFM	-0.065712536
TTLL7	-0.073140292
ZBBX	-0.118146459
CCDC7	0.024452522
ZNF419	0.046459842
CLIP4	0.002090965
ECHDC3	-0.033897361
LMAN1L	0.044691109
MAFK	-0.019328967
ZNF385D	0.051405061
SLC25A22	0.054007271
ZFAND1	-0.230199281
SNIP1	-0.0661305
ASB13	-0.084915223
DHRS12	0.058764087
ZNF668	-0.024755144
FZD3	-0.055753935
GEMIN7	-0.004139299
C1orf115	0.098590643
ISOC2	-0.054531616
ELMO3	0.046842685
KATNBL1	-0.149507181
TXNDC15	-0.011523391
MCTP1	0.138752224
GRTP1	-0.02321675
ZFHX4	0.058599776
ACBD4	0.044683328
MICALL2	0.010710379
MTERF1	0.155900465
CCDC82	0.012945857
IQCA1	0.04753105
LRRC31	-0.214222262
SUGCT	-0.046900975
MYH14	0.105235078
RERGL	0.01939112
KLHL36	-0.00941009
ZNF665	0.18418901
CLMN	0.08278032
SEM1	-1.135417928
FBXO31	-0.024756989
GSDMD	-0.145661418
C12orf49	0.101646854
ALG9	0.08685982
ZNF408	-0.038250218
ARMC5	0.01751929
UGT2A3	0.136578146
TFPI2	-0.009318732
CARF	-0.036702958
SHCBP1	0.031375337
HPS6	-0.015453739
TTC21B	-0.032720309
PTCD2	-0.172190417
SLTM	-0.190531406
MMRN2	-0.110565396
EHMT1	-0.099024124
AGMAT	-0.042181466
NIPAL2	-0.008829645
TLE6	0.012230469
MOB3B	-0.05832127
ZNF552	-0.039035002
WDR78	0.117167678
ST7	-0.171755424
CATSPERB	0.10653073
ARHGAP28	-0.12663556
CAMKMT	0.028668679
EFCC1	-0.041123507
CLMP	0.029938487
NAA40	-0.074812707
ZMYM1	-0.083346269
KDM8	-0.102337076
QSER1	0.023859974
GEMIN6	-0.015608803
PEAK1	-0.15765903
LONRF3	-0.025510734
PIP4K2C	-0.088026113
TMC5	0.104370765
CCDC102B	-0.037336052
ARHGEF5	0.006903949
NHEJ1	-0.055015759
AGBL2	-0.049594986
ZBTB3	0.038692808
FAM124B	-0.006673899
ZDHHC11	-0.014101545
RNF122	-0.016415871
CSPP1	-0.083727217
FAM57A	-0.050718995
LINC00115	0.034822883
SNX22	0.138785898
NEK11	-0.121779585
TUBAL3	-0.010069236
ZNF669	0.093724844
RBFA	-0.013927294
C11orf63	0.150733727
TREML2	0.017792536
BORA	0.077654556
TCTN2	0.004945431
ALG13	0.051482997
CPSF7	-0.146265517
BAALC	0.256371959
RPAP2	0.110578614
CBLL1	-0.088683745
NUDT18	-0.077349923
RABEP2	0.059345127
THSD4	-0.090271327
UBA5	-0.158729799
DCAKD	-0.0365577
ZNF212	0.092348935
ZC3H14	-0.149204571
PODNL1	0.010932672
MAP9	0.055137705
HDAC11	-0.148613905
PLBD1	-0.268419544
LPCAT1	0.099796524
RIN3	-0.106135707
ZNF671	-0.28544061
MCMBP	-0.079578458
ZNF672	0.000998304
ATP8B4	-0.047923988
THNSL1	-0.029928686
RPP21	-0.04551213
ZNF613	0.154784039
PRR5L	-0.135286479
CALCR	-0.005654374
CYBRD1	-0.077346732
NUP85	-0.781947405
NAA60	0.012987361
TMC7	-0.125667989
MORN1	0.093934153
BTNL8	-0.1677463
TUSC3	0.003266749
PYROXD1	-0.150306518
ACTR5	-0.124423776
ATAD5	-0.076359971
MAGIX	0.161447793
SETD6	-0.047560344
TCEAL4	0.234726115
MRM1	0.074290673
NANOG	-0.12468891
ADM2	0.028123289
SPEF2	0.032509445
FAM110D	0.02888962
UBXN8	0.125175557
DOK3	0.047188904
KIAA0319L	-0.005040724
SYNPO2L	0.047354799
COQ8B	-0.067293085
CNTD2	0.004660272
SLC35E1	-0.053906121
KAT6A	-0.08699935
LINC00472	0.102488996
ZNF696	0.02635255
L2HGDH	-0.011472872
DHDDS	-0.515298257
PLPPR3	0.056135719
PLEKHS1	-0.069035396
SYNDIG1	-0.005334455
PDZD7	-0.039529995
ERMP1	-0.306606123
PAQR6	-0.210156219
CEP76	0.042296571
JADE1	-0.173689865
DNAJC22	0.075544295
ABCA11P	0.072113885
SCD5	0.087217764
WDR76	-0.074483276
ATAT1	0.009047868
ZNF767P	0.106547854
WLS	0.024418053
ZNF442	-0.06248075
CPED1	0.126758633
GRHL2	0.041179747
TRMT2B	0.008564934
DSN1	-0.419080195
FRMD1	-0.067263138
DNAJB14	-0.2299901
POF1B	-0.017401426
ZNF702P	0.125110479
SVEP1	-0.135888194
TTC26	0.066612581
STN1	0.004418146
ELOVL7	-0.125558723
ANKRD53	0.130828191
CALD1	-0.105780757
PSCA	-0.115863326
GREB1L	-0.002380289
PCNX2	-0.104862945
ESRP2	0.095736816
DOCK5	-0.079285901
TRAPPC13	0.002187569
GLRA3	-0.043920795
RMI1	-0.065003207
FAM192A	0.035273333
PHC3	-0.23092557
MINDY3	0.027771408
WWC2	0.116002272
C14orf159	0.216295252
NAA25	0.094449785
UBTD1	0.001433145
FOXRED2	0.1414653
NRSN2	-0.05448197
SLC8B1	-0.099642019
PANK2	-0.053600845
FBXL18	0.093212832
SEMA6D	-0.00416657
ZNF556	0.153994675
CSRNP3	-0.060819777
TRPM3	0.068624067
FAM106A	0.161447595
GPR157	-0.150081995
PGAP1	0.063846746
LRRTM4	-0.041238406
ATF7IP2	-0.046342903
DCAF17	-0.096667628
ADAMTS20	-0.097401425
TUBA4B	-0.080314439
ZNF606	-0.026240046
C7orf69	-0.019416779
CALM1	-0.122408075
ZFP2	-0.047478828
ZNF614	-0.098980747
BICC1	-0.095663432
BAIAP2L2	-0.125103825
ARL14	0.06103006
MAP3K19	-0.272104773
VCPIP1	0.098560805
TRIM46	-0.074844151
CCDC170	-0.090971686
NR4A3	-0.023670515
LRRC8E	0.070327772
RPF1	-0.199054295
ZNF703	-0.001251097
THOC7	-0.175997116
UXS1	0.114699221
PQLC1	-0.096229186
ZC3H12A	-0.205496742
ASRGL1	-0.07163231
CENPT	-0.728321671
EDC3	-0.009851858
NAA15	-0.579080756
CWH43	0.099983926
MOGAT2	-0.011472418
CTC1	-0.377356441
DBF4B	-0.069378915
SPSB1	-0.113954205
MYCT1	0.040872546
MYO19	0.095101181
RUBCNL	-0.324947642
CEP290	-0.242970285
TTI2	-0.263315372
BRD3	0.024684371
TMEM254	0.15645308
RNF34	-0.335409584
MUS81	-0.059751912
FUZ	0.079206718
FBXO11	-0.129385182
CHD9	-0.016384962
FHOD3	0.026073151
OPA3	-0.078234683
SPG11	-0.173088828
PROSER1	0.15671024
NUP214	-0.799731907
CCDC92	-0.268680257
TM2D3	-0.029490281
ALPK1	-0.096294319
NAA50	-0.572963121
COQ10B	-0.035457724
LHX3	-0.0409887
ACSF2	-0.135558048
TARS2	-0.103870276
RAB11FIP1	-0.100036047
NUBPL	-0.153651069
PAAF1	-0.161293311
ORAI2	-0.012743283
RUFY1	0.046675008
CXorf21	0.031305793
WDR26	-0.340894288
PIGZ	0.139837073
ELL3	-0.260869978
PREX2	0.051248222
CEP63	0.00907869
SLC35F5	-0.166132804
FAM214B	0.093992397
EFHC2	-0.096310478
TRIM45	-0.046648512
ZNF430	0.02807811
EDEM3	-0.025160581
STAM	0.127078599
HSD3B7	-0.209050535
ITPKC	0.013386845
GRPEL1	-1.03481615
SCUBE1	0.018916615
CDK5RAP3	-0.158401493
MLLT10	0.066710919
CUBN	0.067985341
CCDC6	-0.01219175
PLEKHO2	-0.174497871
EFHD1	-0.177595349
WDCP	-0.123395596
TRABD	0.051635595
MED28	-0.857633342
FLAD1	-0.121771478
SPHKAP	-0.063358967
NCOA4	-0.108375935
PDGFD	0.006133686
KLHL15	-0.130011533
TET1	-0.17568856
EPC1	-0.005376326
CPEB4	-0.009444386
PPP1R2P9	-0.011586458
ZKSCAN3	-0.018723501
GKAP1	-0.007229597
CXXC4	0.206815598
SP6	-0.101536014
CEP70	-0.017153749
CCDC68	-0.047752825
PUS1	-0.125988425
ABTB1	-0.139363865
WNT10A	-0.045563084
ULBP2	-0.04047878
ULBP1	0.050619713
DNAJC5	0.018286077
ADAM33	0.085867944
KCNIP4	0.084880284
WDR82	-0.613130915
PABPC1L	-0.090164587
PNPLA3	0.001716274
SLC25A16	-0.276287164
TRAF3IP3	0.07675322
DCAF11	-0.004355745
ZSCAN16	-0.000271403
REEP4	0.050562317
COASY	-0.137011908
WDR61	-0.459383035
LPAL2	0.071765879
TNKS2	-0.113035111
RNF39	0.052533181
SHOC2	-0.035752617
ADAM12	0.015515634
PDCD1LG2	-0.036796468
CD276	-0.007457437
RASSF7	0.054397246
CSRP3	-0.005938244
CALM2	-0.194656738
PDHX	-0.190675073
FOSL1	-0.114752804
CUL5	0.063258926
UBXN6	0.046345375
SLC19A3	0.217149846
TSGA10	0.091530973
AKNA	-0.030088414
ESX1	0.016473363
PBX4	-0.018744301
SLC35G2	-0.007331013
ACAD10	-0.126011044
SRCIN1	0.043772038
TTYH3	0.041546388
ARHGAP39	-0.067277639
PTP4A2	-0.118908217
SLC44A4	0.071702046
FGF23	-0.098933445
LY6G6C	0.155944877
LY6G5C	0.048556053
PRR3	-0.067441954
THUMPD2	0.141658847
TSEN2	0.043817968
TMEM121	0.063082998
PRR7	0.042499644
MFAP5	-0.123217816
ITIH5	-0.008306583
NDFIP1	0.084415735
SPX	-0.253871215
THAP7	0.124901449
STARD5	-0.034696131
LIMD2	-0.008707349
TMEM177	0.039362587
CYB5B	-0.007905982
ZNF34	-0.006760394
USP5	-0.529413866
COL18A1	0.039320122
MLF2	-0.157424807
CMIP	-0.076077474
CALM3	-0.094815893
ASXL3	-0.043910884
ZNF436	0.03744943
SSPN	0.024197119
EEPD1	-0.03695375
DDHD1	-0.034028803
BHLHB9	-0.005703201
DUSP16	-0.004986799
ZFP91	0.040592454
APOL6	-0.006578938
APOL5	-0.044546619
APOL4	-0.107280902
APOL3	0.146516887
TAS1R2	0.055457798
TAS1R1	-0.212640765
KMT2D	-0.0521541
SH3BP5L	-0.189785264
GRIP2	-0.204496085
KDM7A	-0.002545545
SETD7	-0.05212937
LNPK	0.071523713
AAAS	-0.141122199
EGFL8	0.093452199
FXR1	0.038509974
YEATS4	-0.148267666
ILKAP	0.029141749
NPL	-0.056525484
HMGA2	-0.028430567
ALX1	-0.055937761
TMPRSS5	0.118885735
CDK2AP1	-0.107038502
ACTN4	0.151002881
IFT88	0.052206408
GJA9	0.098918252
TUBB1	0.12931726
WNT5B	-0.030904011
ZBP1	-0.038919954
SLC2A10	-0.122794451
KCNH6	-0.06307431
SLC25A32	0.087300054
COLEC12	-0.059385888
CLPTM1L	-0.033663746
PABPN1	-1.011891624
CALR	-0.059865557
DPF3	-0.033930061
GPR68	-0.121079581
OR4K15	-0.016766444
TCL1A	-0.068276017
ANP32A	-0.005689476
ST8SIA2	0.186045795
OR51E2	-0.137886685
CALU	0.047590593
NPRL3	-0.14915894
GAN	0.074424322
CAMK4	0.123078
SLC7A5	-0.04714817
OR2L5	0.118055995
OR2G3	-0.102782346
OR2G2	-0.089466013
OR2C3	0.110689195
TAF15	0.017797031
POLR2M	-0.178631924
PTDSS2	-0.01534491
GPR63	-0.075829908
SYNC	0.02756665
CFHR5	-0.083486964
CAMK2A	-0.10873787
DCSTAMP	0.082159372
HM13	-0.134267703
RND2	-0.026312342
MOB2	0.021560811
SGPP1	-0.100310025
SLC38A1	-0.007135028
TMX1	-0.178897681
LRRC3	0.014469125
GDPD5	0.058182974
FBXO38	-0.09619881
TDRD3	-0.143735388
STMN4	0.178601067
VOPP1	-0.100377353
FAM49A	-0.117979126
RCC1L	0.042341326
YIPF5	-0.367316772
FAM117A	0.123744479
TRIM11	0.094723571
LMAN2L	0.045768653
C1orf21	
NDEL1	-0.086728167
TXNDC5	-0.017819849
ACTL8	0.136456252
CLPB	-0.095751053
MIR600HG	-0.013251697
PDRG1	0.195572559
ANKRD13C	0.128326757
APOLD1	0.031458066
GFOD2	-0.07070613
COL21A1	-0.107654434
PLA2G12A	0.043364614
CAMK2B	-0.110930191
CDADC1	-0.006347438
TRIM8	0.064757032
URM1	-0.026036087
LBH	0.009679755
NECTIN4	-0.055413651
FIP1L1	-0.722890742
SNX27	0.033121401
COIL	-0.088644306
ANP32E	-0.005660552
NIPA2	0.043636245
ACSBG2	0.06294118
CAB39L	-0.005471233
ITM2C	-0.067711802
TSPAN14	0.064219437
CDT1	-0.104591791
KAZALD1	-0.111014422
UNC93B1	0.056427019
DEFB126	-0.028890196
DIAPH3	-0.065267334
TRMT1L	-0.008640313
TSC22D4	-0.14941414
TSSK3	0.004916437
MAP1LC3B	0.025755795
AKAP1	-0.149712427
CCNL2	0.007305729
VMP1	-0.189272271
C6orf62	0.073626066
ISCA1	-0.358223824
REXO5	-0.05629806
AMN	-0.086643757
OR5V1	-0.061654826
OR2B2	-0.144515267
CAMK2D	0.0042566
SLC14A2	0.050539263
DOCK8	0.039731299
PPP1R14C	-0.14435736
MADCAM1	0.057167127
SF3A2	-0.935260836
ELL	-0.365867811
TRIM7	-0.170265354
NUAK2	-0.000952751
TIGD6	-0.167883135
RNF170	0.06250211
ADAMTS12	-0.164166308
TLR10	-0.061245078
ADAMTS10	-0.084026627
SLCO5A1	-0.081889038
OR12D3	0.042208611
CAMK2G	-0.087745595
NETO2	0.067035643
NETO1	-2.17E-06
SPACA1	0.023659069
VANGL1	-0.026306863
TRIM56	0.087101145
SBF2	0.053798375
RNF146	0.0348502
SPRY4	-0.08433589
ST6GALNAC5	0.129103135
KRTAP1-3	-0.09053811
KRTAP1-1	0.124675028
TMEM14B	0.032205807
SFXN3	-0.085761103
ZNF611	0.08656519
MED25	-0.147550926
SHARPIN	-0.044115457
ZNF239	0.016502395
ARPC5L	-0.03684085
RAB1B	0.015729737
LAS1L	-0.304895022
HYI	0.024360491
FAHD1	0.033348819
SYMPK	-0.952507229
QTRT1	-0.106706601
SLIRP	-0.280800009
SLC25A28	-0.098669112
CAMLG	-0.015475762
MIA	-0.500105568
CLPP	-0.324113417
ABHD17A	-0.010737763
CABLES2	-0.046996499
SEH1L	-0.556911111
DPF1	0.007123833
KIF18A	-0.476460925
ZNF93	0.092172401
HDHD3	0.105931635
MKKS	-0.064297
CAMP	-0.033950054
GDF5	0.089568235
NCOA3	0.012352551
NRIP1	-0.118539924
CHAF1B	-0.656411051
CANX	-0.004523842
LZTR1	0.024736805
CLTCL1	-0.052185131
CAPG	-0.32534602
SYN3	0.049477427
GTPBP6	-0.045898301
PUDP	-0.018814231
AKAP17A	-0.109323474
PNPLA4	0.046954315
CAPN1	-0.041888176
ZRSR2	-0.217159034
USP11	0.075907465
USP9X	-0.266951334
CAPN2	0.005875937
RBM10	-0.362704862
KDM5C	-0.047620403
SMC1A	-0.57923651
CAPN3	0.041344866
CAPNS1	-0.140603579
NAA10	-0.732690963
F8A1	0.174062196
UBL4A	-0.033189246
TMEM187	0.032198785
CAPN6	-0.021343755
SLC10A3	-0.008375943
TKTL1	0.055164353
CAPS	0.040558543
KDM5D	-0.154221511
USP9Y	0.045016418
EPX	-0.036127335
ARID1A	-0.112639244
CAPZA1	-0.027120223
HIST3H3	-0.188398268
DYSF	0.121078174
COLQ	-0.053259539
HIST1H4I	-0.098461534
TRRAP	-0.865570207
CAPZA2	0.009385819
PICALM	-0.1210981
KLRC4	0.111888808
SNN	-0.31239457
ACOX2	0.0489161
CAST	-0.02893048
ACOX3	-0.113089168
AXIN1	0.045363142
AXIN2	0.069777848
BAP1	-0.214067203
BRAP	-0.031357009
CDC7	-0.534705012
CDC45	-0.490098884
CAPZB	-0.652782459
EOMES	0.09182085
FZD1	-0.105256205
FZD4	-0.120256825
FZD7	-0.118105098
FZD8	-0.143467441
PCDH11Y	0.053863121
FZD9	-0.064876597
GFI1B	-0.125091098
HIST1H2AI	-0.159378225
CARS	-0.40050936
HIST1H2AK	-0.038477019
HIST1H2AJ	0.196576927
HIST1H2AL	-0.020206043
HIST1H2AC	-0.185961484
HIST1H2AB	0.038595645
HIST1H2AM	0.227873911
HIST2H2AC	-0.071241325
HIST1H2BG	0.082192298
PITPNM3	0.127514492
CASP1	0.070252283
HIST1H2BL	-0.001236063
ELOVL3	-0.026869561
HIST1H2BN	0.03223013
FCRL5	-0.031833502
FCRL4	-0.005134121
HIST1H2BM	0.007943187
HIST1H2BF	-0.206914581
TCF7L1	-0.131519736
HIST1H2BE	0.000276233
ADPGK	-0.129495476
SH3BGRL3	-0.21480789
SF3B5	-0.637650786
INO80B	0.070231303
GSG1	-0.081336477
SLC25A31	-0.002545609
PUS7L	-0.028292175
PMFBP1	0.12744331
HIST1H2BH	-0.102110403
DRC3	0.031098295
ABHD11	0.165769708
RAB33B	-0.169472717
HIST1H2BI	0.001473819
MXD3	-0.054016146
APH1B	-0.020922441
GLT8D2	0.051524573
HIST1H2BC	0.140885828
KATNAL2	0.099635415
ARHGAP24	-0.05762955
DDX59	-0.068311019
HIST1H2BO	-0.109624154
PUS3	0.102926007
EPPK1	0.118913174
SCRT1	-0.021147989
PLVAP	-0.005747633
HIST2H2BE	0.216225817
CASP2	0.017944442
HIST1H3A	-0.018122061
HIST1H3D	0.060204731
HIST1H3C	-0.036048767
HIST1H3E	0.110037963
HIST1H3I	0.149535232
NUF2	-0.864304696
AIF1L	-0.019424145
DNAL1	0.112776243
RTBDN	-0.206331049
RILP	0.0022273
COG3	0.030774747
UCK1	0.078066398
HIST1H3G	-0.014524457
GPR101	-0.067719186
TAAR8	0.093615829
HIST1H3J	-0.061728451
HIST1H3H	-0.042718992
HIST1H4A	0.027605673
TMUB1	-0.05787209
THAP2	0.037234966
AKR1E2	0.077102014
RASSF5	0.074245325
NUDT12	0.021699587
SOX7	-0.067609735
BCL2L12	-0.165658107
RTP3	0.119262092
CASP3	0.036741854
HIST1H4D	0.016228468
TMEM47	-0.182390303
GUCD1	0.065187462
HIST1H4F	0.107993648
C19orf12	-0.127212799
ZMIZ2	-0.187202887
TEX101	0.029060903
HIST1H4C	-0.136036953
FAM103A1	-0.139382103
SELENOO	0.022524278
CCDC3	0.038399026
FAM167A	0.201021948
HIST1H4H	-0.198857291
SLC35G5	-0.127614951
DYNLRB2	-0.09861152
DYNLRB1	-0.727145999
TEKT1	0.121762996
HIST1H4B	-0.181986951
TLN2	0.011528901
MS4A8	0.055071749
PARP9	-0.040240157
SESN2	-0.030037425
HIST1H4E	0.104730956
HIST1H4L	0.013184134
HIST1H4G	-0.060253401
CRISPLD1	0.023264489
CD99L2	-0.235033182
HSDL1	0.056452859
RPS6KL1	-0.13724148
RHNO1	-0.144324128
SLC4A9	-0.00057186
CALN1	-0.152178379
SH3BGRL2	-0.030141585
CASP4	0.006586657
JAM3	-0.060330802
FERMT3	0.066099852
TRPT1	-0.038245555
NRIP2	0.090574383
ESPN	-0.008291402
HYAL3	0.095072535
FAM57B	0.069445708
INHBE	-0.017494874
RIOK1	-0.292191743
SLC25A18	-0.060891262
ATG10	0.001624528
ITCH	-0.130999061
TFAP2D	0.184366447
MARVELD1	0.075365358
GRWD1	-0.055984523
ZNF484	0.111180082
L3MBTL2	-0.114490491
LONP2	-0.078433465
KRTAP4-12	0.053272741
TAS1R3	-0.002924682
RBP5	-0.066157523
RBM4B	0.131096521
FRMD8	0.052592921
ARMC10	-0.046331858
MAD1L1	0.03644986
KCNK16	-0.071117541
CASP5	0.019963917
NME5	-0.237198106
OR1A1	-0.055785713
SYT16	-0.124405054
SETDB2	0.023728444
ANGPTL6	-0.074768613
KLF16	-0.143968861
FSD1L	-0.145623126
TMTC1	-0.022397205
ATAD3B	-0.442997003
OR1D5	-0.226495525
TAF3	-0.214706645
RSPH3	0.0860626
TMEM120A	0.00569878
OR1E1	-0.165220338
RAB34	-0.056859004
HMCN1	0.082686318
GPR61	0.02578511
TBC1D10A	-0.07349066
BCO2	-0.00968422
MRO	0.11555537
TM2D2	-0.149926815
CDCA7	-0.29946407
OR1E2	-0.116555924
MIXL1	-0.063071473
TSPAN10	0.067253908
SLC25A2	-0.124412109
PRSS27	0.087065591
FGFBP2	0.042816575
WDR87	0.023578743
SPATA9	-0.057387993
SNX25	-0.002071842
KCTD10	-0.151775992
SPATA16	0.044823279
TTC29	-0.03916153
