,cna_alk,cna_tp53,cna_egfr,cna_kras,cna_stk11,cna_keap1,rna_alk,rna_tp53,rna_egfr,rna_kras,rna_stk11,rna_keap1,prot_alk,prot_tp53,prot_egfr,prot_kras,prot_stk11,prot_keap1,phos_alk,phos_tp53,phos_egfr,phos_kras,phos_stk11,phos_keap1
SH3TC1,,,,,,,0.122537759,,,,,,0.122537759,,,,,,,,,,,
SH3TC2,,,,,,,,0.701218478,,0.472199557,0.23421783,0.257568968,,0.701218478,,0.472199557,0.23421783,0.257568968,,,,,,
SH3YL1,,,,,,,0.122537759,,,,,,0.122537759,,,,,,,,,,,
SHANK2,,,,,,,,,,,,,,,,,,,0.159780377,0.289998001,0.044547485,,0.744631335,
SHANK3,,,,,,,,,,,,,,,,,,,0.000133992,,,0.232314973,,
SHARPIN,,,,,,,,,0.052406039,,,,,,0.052406039,,,,0.034479189,,,,,
SHB,,,,,,,,,,,,,,,,,,,2.22E-06,,,0.004387819,,
SHBG,,,,,,,,,,,,,,,,,,,,,,,,
SHC1,,,,,,,,,,0.022850695,0.000143593,0.00907962,,,,0.022850695,0.000143593,0.00907962,0.713837887,,0.146260357,0.270211843,,
SHC2,,,,,,,,,,,,,,,,,,,0.111986814,,,,,
SHC3,,,,,,,,,,,,,,,,,,,0.043124849,,,,,0.197067507
SHC4,,,,,,,0.14553617,,,,,0.062650541,0.14553617,,,,,0.062650541,,,,,,
SHCBP1,,,,,,,,,,,,,,,,,,,,,,,,
SHE,,,,,,,,,,,,,,,,,,,0.635502362,0.025387578,0.248623068,,,0.206118554
SHF,,,,,,,,,,,,,,,,,,,0.125701595,,,,,
SHISA2,,,,,,,,,,0.005004754,0.000173519,,,,,0.005004754,0.000173519,,,,,,,
SHISA3,,,,,,,0.00160484,1,0.40185017,,,,0.00160484,1,0.40185017,,,,0.000156805,,,,,
SHISA5,,,,,,,0.102606583,,,,,,0.102606583,,,,,,,,,,,
SHISA6,,,,,,,,,0.124619953,,,,,,0.124619953,,,,,,,,,
SHISA9,,,,,,,0.024141694,,0.127470913,,,,0.024141694,,0.127470913,,,,,,,,,
SHKBP1,,,,,,,,,,,,,,,,,,,,0.001769838,0.719293051,0.079639132,,0.136435949
SHMT1,,,,,,,,,0.329376628,,,,,,0.329376628,,,,,,,,,
SHMT2,,,,,,,,,,,1.21E-05,0.013708709,,,,,1.21E-05,0.013708709,,,,,,
SHOC2,,,,,,,,,,,,,,,,,,,0.056298886,,,,,
SHOX2,,,,,,,,,,,,,,,,,,,,,,,,
SHPK,,,,,,,0.233037033,,,,0.037097541,0.025170646,0.233037033,,,,0.037097541,0.025170646,,,,,,
SHROOM1,,,,,,,0.010258806,,,,,,0.010258806,,,,,,0.002902834,,0.037068287,,,0.387196089
SHROOM2,,,,,,,,,,,,,,,,,,,0.034533506,,0.295650988,,0.040503486,
SHROOM3,,,,,,,0.035029722,,,,,,0.035029722,,,,,,6.17E-16,,,0.22460617,,
SHROOM4,,,,,,,,,,,,,,,,,,,,,4.72E-09,,,
SHTN1,,,,,,,,,,,0.017271261,0.003007376,,,,,0.017271261,0.003007376,0.630689858,,0.613614131,,,0.119174802
SIAE,,,,,,,0.172698967,,,,,0.089252313,0.172698967,,,,,0.089252313,,,,,,
SIAH1,,,,,,,0.080101417,,,,,,0.080101417,,,,,,,,,,,
SIAH2,,,,,,,,,,,,,,,,,,,,0.000207819,,,,
SIAH3,,,,,,,,,,,,,,,,,,,,,,,,
SIDT1,,,,,,,6.38E-07,,,,,,6.38E-07,,,,,,,,,,,
SIDT2,,,,,,,,,,,,,,,,,,,,,0.380790505,,,
SIGLEC1,,,,,,,0.080101417,,,,,,0.080101417,,,,,,,,,,,
SIGLEC11,,,,,,,0.102606583,,,,,,0.102606583,,,,,,,,,,,
SIGLEC14,,,,,,,,,,,,,,,,,,,,,,,,
SIGLEC5,,,,,,,,,,,,,,,,,,,,,,,,
SIGLEC7,,,,,,,,,,,,,,,,,,,,,0.14154512,,,0.126548817
SIGLEC9,,,,,,,,,,,,,,,,,,,,,,0.187918466,,
SIK2,,,,,,,,0.083662192,,0.218311568,3.84E-05,,,0.083662192,,0.218311568,3.84E-05,,,,0.101769091,,,
SIK3,,,,,,,,,,,,,,,,,,,0.785799587,0.278192417,0.801389147,,,0.126548817
SIKE1,,,,,,,,,,,,,,,,,,,0.208080417,,,,,
SIL1,,,,,,,0.000135759,,,,,,0.000135759,,,,,,0.031699887,,,,,
SIM2,,,,,,,,,,0.001214789,0.000347737,,,,,0.001214789,0.000347737,,,,,,,
SIMC1,,,,,,,,,,,,,,,,,,,,,,,,
SIN3A,,,,,,,0.201433425,,,0.218311568,0.00104693,,0.201433425,,,0.218311568,0.00104693,,,0.008643045,0.784543469,,0.006611889,
SIN3B,,,,,,,,,,,,,,,,,,,,0.006992893,,,,
SIPA1,,,,,,,0.080101417,,,,,,0.080101417,,,,,,0.419558638,0.957470332,,,,
SIPA1L1,,,,,,,0.14553617,,,,,,0.14553617,,,,,,0.153596385,0.309659999,1.61E-13,,,0.044762036
SIPA1L2,,,,,,,,,,,,,,,,,,,0.661580798,,,4.12E-06,0.015681377,
SIPA1L3,,,,,,,,,,,,,,,,,,,0.002410317,0.310842087,2.28E-12,,,0.022992207
SIRPA,,,,,,,0.201433425,,,,,,0.201433425,,,,,,,,,0.161179221,,
SIRPB1,,,,,,,,,,,,,,,,,,,,,,,,
SIRPD,,,,,,,,,,,,,,,,,,,,,,,,
SIRT1,,,,,,,,,,,0.017271261,,,,,,0.017271261,,,0.892559858,,0.293585331,0.004486278,
SIRT2,,,,,,,,,,,,,,,,,,,0.043607497,0.369935881,,0.733935055,,
SIRT5,,,,,,,,,,,0.001896157,,,,,,0.001896157,,,,,,,
SIRT6,,,,,,,0.000885672,,0.648483168,,,,0.000885672,,0.648483168,,,,0.08150661,0.508698933,,,,
SIRT7,,,,,,,,,,,,,,,,,,,,,,,,
SIT1,,,,,,,,,,,,,,,,,,,0.338633944,,,,,
SIX1,,,,,,,0.035029722,,,,,,0.035029722,,,,,,,,,,,
SIX4,,,,,,,,,,,,,,,,,,,,0.23945219,0.46367009,,0.865887313,
SIX5,,,,,,,,,,,,,,,,,,,,,,,,
SIX6,,,,,,,0.040740081,,,,,,0.040740081,,,,,,,,,,,
SKA3,,,,,,,,,,,,,,,,,,,,,,,,
SKAP1,,,,,,,,,,,,,,,,,,,,,,,,
SKAP2,,,,,,,,,,,,,,,,,,,,0.683490086,0.392067093,0.068632521,,0.234463529
SKI,,,,,,,,,,,,,,,,,,,0.21204546,,0.114491298,,,
SKIDA1,,,,,,,,,,,,,,,,,,,,,,,,
SKIL,,,,,,,,,,,,,,,,,,,,,,,,
SKIV2L,,,,,,,,,,,,,,,,,,,0.003580587,,,,,
SKIV2L2,,,,,,,0.015409883,,,,0.098118966,,0.015409883,,,,0.098118966,,,,,,,
SKP1,,,,,,,0.003981276,,,,,0.025170646,0.003981276,,,,,0.025170646,0.006236315,,,,,
SKP2,,,,,,,,0.0287869,,,0.036604407,,,0.0287869,,,0.036604407,,,,,,,
SLA2,,,,,,,,,,,,,,,,,,,,,,,,
SLAIN2,,,,,,,,,,,,,,,,,,,0.828937839,0.940384882,0.019163734,,,
SLAMF1,,,,,,,,,,,,,,,,,,,,,,,,
SLC10A2,,,,,,,,,,,,,,,,,,,,,,,,
SLC10A4,,,,,,,,0.060201267,,0.81567313,,0.309834007,,0.060201267,,0.81567313,,0.309834007,,,,,,
SLC10A6,,,,,,,,,,,,,,,,,,,,,,,,
SLC10A7,,,,,,,0.102606583,,,,,,0.102606583,,,,,,,,,,,
SLC11A1,,,,,,,,,,,,,,,,,,,,,,,,
SLC11A2,,,,,,,,0.701218478,,,0.000149417,0.025170646,,0.701218478,,,0.000149417,0.025170646,,,0.889129604,,,
SLC12A1,,,,,,,,,,0.005004754,,,,,,0.005004754,,,,,,,,
SLC12A2,,,,,,,,,,,,,,,,,,,0.042566729,0.558615724,0.515554512,0.840627215,,
SLC12A4,,,,,,,0.007224313,,,,,,0.007224313,,,,,,0.01641426,,,,0.437196215,
SLC12A5,,,,,,,,,,,,,,,,,,,0.206063223,,0.182453024,,,
SLC12A6,,,,,,,0.102606583,,,,,,0.102606583,,,,,,0.00412235,,,0.626639664,0.264023806,
SLC12A7,,,,,,,,0.00588464,,0.218311568,,0.122853149,,0.00588464,,0.218311568,,0.122853149,,1.25E-06,0.576381441,,,0.000549694
SLC12A8,,,,,,,,,,,,,,,,,,,,,,,,
SLC12A9,,,,,,,,,,,,,,,,,,,,,,,,
SLC13A5,,,,,,,,1,,0.024504417,0.112755719,,,1,,0.024504417,0.112755719,,,,,,,
SLC14A1,,,,,,,,0.165015818,,,,,,0.165015818,,,,,,,,,,
SLC14A2,,,,,,,,,,0.197166578,5.20E-09,0.02806377,,,,0.197166578,5.20E-09,0.02806377,,,,,,
SLC15A2,,,,,,,0.010258806,,,,,,0.010258806,,,,,,,,,,,
SLC15A3,,,,,,,,,,,,,,,,,,,,,,,,
SLC15A4,,,,,,,0.035029722,,,,,,0.035029722,,,,,,0.392143847,0.056443534,,,,0.62225022
SLC15A5,,,,,,,,,,,0.006640584,,,,,,0.006640584,,,,,,,
SLC16A1,,,,,,,,,,,,,,,,,,,,0.133070213,,,,
SLC16A10,,,,,,,,,,,,,,,,,,,,,0.035673798,,,
SLC16A12,,,,,,,0.102606583,,,,,,0.102606583,,,,,,,,,,,
SLC16A14,,,,,,,,,,0.00259867,2.16E-08,0.121253814,,,,0.00259867,2.16E-08,0.121253814,,,,,,
SLC16A2,,,,,,,0.000640687,,,0.218311568,,,0.000640687,,,0.218311568,,,0.20144648,,,0.005394438,,
SLC16A3,,,,,,,,,,,,,,,,,,,,0.025877093,,,,0.029987114
SLC16A4,,,,,,,,,,,,0.013708709,,,,,,0.013708709,,,,,,
SLC16A5,,,,,,,,,,,,0.013708709,,,,,,0.013708709,,,,,,
SLC16A8,,,,,,,,,,,,,,,,,,,,,,,,
SLC17A1,,,,,,,,,0.042350011,,,,,,0.042350011,,,,,,,,,
SLC17A8,,,,,,,,,0.018117644,,,,,,0.018117644,,,,,,,,,
SLC18B1,,,,,,,0.201433425,,,0.218311568,0.00104693,0.122853149,0.201433425,,,0.218311568,0.00104693,0.122853149,,,,,,
SLC19A1,,,,,,,,,,,,0.005359415,,,,,,0.005359415,,,,,0.0003964,
SLC19A3,,,,,,,,,,,,,,,,,,,0.169633527,,,,,
SLC1A1,,,,,,,,,,,,,,,,,,,,,,,,
SLC1A3,,,,,,,,,,,,,,,,,,,,,,,,
SLC1A4,,,,,,,,0.002725824,,,,,,0.002725824,,,,,,,,,,
SLC1A5,,,,,,,,,,0.018819245,0.017271261,,,,,0.018819245,0.017271261,,,,,,,
SLC1A7,,,,,,,,0.0287869,,,,,,0.0287869,,,,,,,,,,
SLC20A1,,,,,,,7.65E-05,,,,,,7.65E-05,,,,,,0.001275823,0.678498582,,,,
SLC20A2,,,,,,,,,,,,,,,,,,,,0.822838383,0.358807389,0.898901977,,
SLC22A11,,,,,,,,,,,0.001272705,,,,,,0.001272705,,,,,,,
SLC22A13,,,,,,,0.057937329,,,,,,0.057937329,,,,,,,,,,,
SLC22A14,,,,,,,0.082655693,,,,,,0.082655693,,,,,,,,,,,
SLC22A15,,,,,,,,,,,,,,,,,,,,,,,,
SLC22A16,,,,,,,0.05980082,,,,,,0.05980082,,,,,,,,,,,
SLC22A17,,,,,,,0.035029722,,,,,,0.035029722,,,,,,,,,,,
SLC22A23,,,,,,,,,,0.001214789,1.21E-05,,,,,0.001214789,1.21E-05,,,,,,,
SLC22A25,,,,,,,,,,,,,,,,,,,,,,,,
SLC22A31,,,,,,,,,,,,,,,,,,,,,,,,
SLC22A4,,,,,,,0.015409883,,0.329376628,,,,0.015409883,,0.329376628,,,,,,,,,
SLC22A6,,,,,,,,,,,,,,,,,,,0.026399869,,,,,
SLC22A7,,,,,,,0.042179345,,,,,,0.042179345,,,,,,,,,,,
SLC23A2,,,,,,,,,,,,,,,,,,,,,,,,
SLC23A3,,,,,,,,,,,,,,,,,,,,,,,,
SLC24A1,,,,,,,0.035029722,,,,,,0.035029722,,,,,,,,,,,
SLC24A2,,,,,,,,,,,,,,,,,,,,,,,,
SLC24A3,,,,,,,,,,0.018819245,1.21E-05,,,,,0.018819245,1.21E-05,,,,,,,
SLC25A1,,,,,,,,0.002725824,,,,0.041212174,,0.002725824,,,,0.041212174,,,,,,
SLC25A10,,,,,,,,0.00588464,,,,0.015159417,,0.00588464,,,,0.015159417,,,,,,
SLC25A11,,,,,,,,,,,1.21E-05,0.041212174,,,,,1.21E-05,0.041212174,,,,,,
SLC25A12,,,,,,,0.080101417,,,,,,0.080101417,,,,,,,,,,,
SLC25A13,,,,,,,,0.001824451,,,,,,0.001824451,,,,,,,,,,
SLC25A14,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A15,,,,,,,,,,,0.017271261,0.041212174,,,,,0.017271261,0.041212174,,,,,,
SLC25A16,,,,,,,,,,,,0.013708709,,,,,,0.013708709,,,,,,
SLC25A17,,,,,,,,0.036634528,,,,,,0.036634528,,,,,,,,,,
SLC25A18,,,,,,,0.015409883,,,,,,0.015409883,,,,,,,,,,,
SLC25A2,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A21,,,,,,,,,,0.544399545,0.000293575,0.518880944,,,,0.544399545,0.000293575,0.518880944,,,,,,
SLC25A22,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A23,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A24,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A28,,,,,,,,,,0.018819245,,,,,,0.018819245,,,,,,,,
SLC25A3,,,,,,,,,,,0.017271261,0.003007376,,,,,0.017271261,0.003007376,,,,,,
SLC25A32,,,,,,,,,0.329376628,,,0.089252313,,,0.329376628,,,0.089252313,,,,,,
SLC25A34,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A35,,,,,,,,,,,0.006640584,,,,,,0.006640584,,,,,,,
SLC25A37,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A4,,,,,,,0.14553617,,,,,,0.14553617,,,,,,,,,,,
SLC25A40,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A42,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A43,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A46,,,,,,,,,,,,,,,,,,,0.002625478,,0.402095336,,,
SLC25A5,,,,,,,,,,,,,,,,,,,,,0.018982194,,,
SLC25A51,,,,,,,,0.0287869,,,,,,0.0287869,,,,,,,,,,
SLC25A6,,,,,,,,,,,0.000915071,,,,,,0.000915071,,,,,,,
SLC26A1,,,,,,,,,,,,0.025170646,,,,,,0.025170646,,,,,,
SLC26A10,,,,,,,,,,,,,,,,,,,,,,,,
SLC26A11,,,,,,,,,,,,,,,,,,,,,,,,
SLC26A2,,,,,,,0.300082926,0.712768867,,0.81567313,,,0.300082926,0.712768867,,0.81567313,,,0.081492623,0.26984367,,,0.572967972,
SLC26A4,,,,,,,0.14553617,,,0.005004754,0.036604407,,0.14553617,,,0.005004754,0.036604407,,,,,,,
SLC26A6,,,,,,,,,,,,,,,,,,,,,,0.041618841,,0.000641208
SLC27A2,,,,,,,0.057937329,,,,,0.005359415,0.057937329,,,,,0.005359415,0.216045126,,,,,
SLC27A3,,,,,,,,,,,,,,,,,,,0.415022191,,0.446583976,,,
SLC27A4,,,,,,,0.102606583,,,,,0.025170646,0.102606583,,,,,0.025170646,,,,,,
SLC28A1,,,,,,,0.109054792,,,,,,0.109054792,,,,,,,,,,,
SLC28A3,,,,,,,0.035029722,,,,,,0.035029722,,,,,,0.111986814,,,,,
SLC29A1,,,,,,,0.057937329,,,,,,0.057937329,,,,,,,,,,,
SLC29A2,,,,,,,,,,,0.000915071,,,,,,0.000915071,,,,,,,
SLC29A3,,,,,,,,,,,,,,,,,,,0.136958758,,,,,
SLC2A1,,,,,,,,,,,,,,,,,,,,0.303459448,,0.504671897,0.058802026,0.021996691
SLC2A12,,,,,,,,,,,,,,,,,,,0.309328972,0.032267151,0.711338564,,,
SLC2A13,,,,,,,,,,,,0.013708709,,,,,,0.013708709,,,5.04E-06,,,
SLC2A4,,,,,,,,,,,,,,,,,,,,,,,,
SLC2A4RG,,,,,,,,,0.052406039,,,,,,0.052406039,,,,,,,,,
SLC2A5,,,,,,,,,,,,,,,,,,,,,,,,
SLC2A6,,,,,,,,,,,,,,,,,,,,,,0.296329043,,
SLC2A8,,,,,,,,0.165015818,0.329376628,,,,,0.165015818,0.329376628,,,,,,,,,
SLC30A1,,,,,,,,,,,,,,,,,,,,,,0.012034475,,0.007285499
SLC30A2,,,,,,,,0.0287869,,,,,,0.0287869,,,,,,,,,,
SLC30A3,,,,,,,,0.0287869,,,,0.069683814,,0.0287869,,,,0.069683814,,,,,,
SLC30A4,,,,,,,,,,,,,,,,,,,,,,,,
SLC30A5,,,,,,,7.65E-05,,,,,,7.65E-05,,,,,,,,,,,
SLC30A6,,,,,,,,,,,,0.062650541,,,,,,0.062650541,0.037409161,,,,,
SLC30A7,,,,,,,,,,,,,,,,,,,,,,,,
SLC30A8,,,,,,,,0.036634528,,0.103424585,0.038903693,0.262890759,,0.036634528,,0.103424585,0.038903693,0.262890759,,,,,,
SLC30A9,,,,,,,,,,,,,,,,,,,,,,,,
SLC31A1,,,,,,,,0.165015818,0.329376628,,,,,0.165015818,0.329376628,,,,,,,,,
SLC33A1,,,,,,,0.102606583,,,,,,0.102606583,,,,,,,,,,,
SLC34A2,,,,,,,,,,,,,,,,,,,,0.831147244,0.172125671,,,
SLC34A3,,,,,,,,,,,,,,,,,,,,,,,,
SLC35A1,,,,,,,,,,0.018819245,,,,,,0.018819245,,,,,,,,
SLC35A2,,,,,,,,0.014151834,,,,,,0.014151834,,,,,,,,,,
SLC35A5,,,,,,,,,,,,,,,,,,,0.160729532,,,,,
SLC35B2,,,,,,,0.122537759,,,,,,0.122537759,,,,,,,,,,,
SLC35B4,,,,,,,0.080101417,,,,,,0.080101417,,,,,,,,,,,
SLC35C1,,,,,,,0.000885672,,,0.103424585,0.037097541,,0.000885672,,,0.103424585,0.037097541,,0.116593097,,,,,
SLC35C2,,,,,,,,,,,,0.025170646,,,,,,0.025170646,,,,,,
SLC35D1,,,,,,,,,,,,,,,,,,,,,,,,
SLC35D2,,,,,,,,,,,,,,,,,,,,,,,,
SLC35E1,,,,,,,,,,,,,,,,,,,0.027176708,0.779715504,0.191943717,,,
SLC35E2,,,,,,,,,,,,0.013708709,,,,,,0.013708709,,,,,,
SLC35E3,,,,,,,,,0.127470913,,0.036604407,0.062650541,,,0.127470913,,0.036604407,0.062650541,,,,,,
SLC35F4,,,,,,,,,0.052758858,,,,,,0.052758858,,,,,,,,,
SLC35F5,,,,,,,0.015409883,,,,,0.010755442,0.015409883,,,,,0.010755442,,,,,,
SLC35F6,,,,,,,,0.002725824,0.052406039,,,,,0.002725824,0.052406039,,,,,,0.035397885,,,0.616648058
SLC35G1,,,,,,,,,,,,0.089252313,,,,,,0.089252313,,,,,,
SLC35G2,,,,,,,0.035029722,,,,,,0.035029722,,,,,,,,,,,
SLC35G3,,,,,,,0.013101313,,,,,,0.013101313,,,,,,,,,,,
SLC35G5,,,,,,,,,,,,,,,,,,,,,,,,
SLC35G6,,,,,,,,,,,0.017271261,,,,,,0.017271261,,,,,,,
SLC36A1,,,,,,,,,,,,,,,,,,,,,,,,
SLC36A3,,,,,,,,,,,,,,,,,,,,,,,,
SLC36A4,,,,,,,,,,,,,,,,,,,,,,,,
SLC38A1,,,,,,,,,,,,,,,,,,,,,,,,
SLC38A10,,,,,,,0.102606583,,,,,,0.102606583,,,,,,0.698975931,,,0.220196471,,
SLC38A4,,,,,,,,,,,0.000173519,0.005359415,,,,,0.000173519,0.005359415,,,,,,
SLC38A8,,,,,,,0.619246129,0.701218478,,0.346007491,3.62E-05,,0.619246129,0.701218478,,0.346007491,3.62E-05,,,,,,,
SLC39A1,,,,,,,,,,,,0.000291201,,,,,,0.000291201,,,,,,
SLC39A10,,,,,,,,,,,,,,,,,,,0.259783871,,,,,
SLC39A14,,,,,,,,,,,,,,,,,,,,,,0.368061374,,
SLC39A3,,,,,,,,,,,,,,,,,,,,,,,,
SLC39A4,,,,,,,,,,,,0.041212174,,,,,,0.041212174,,,,,,
SLC39A5,,,,,,,,0.165015818,,,0.006640584,6.23E-06,,0.165015818,,,0.006640584,6.23E-06,,,,,,
SLC39A6,,,,,,,,,,,0.000173519,0.025170646,,,,,0.000173519,0.025170646,,,,,,
SLC39A7,,,,,,,0.057937329,,,,,,0.057937329,,,,,,0.402980086,0.816631066,0.645366437,0.73035359,,
SLC39A8,,,,,,,0.015409883,,,,,0.089252313,0.015409883,,,,,0.089252313,,,,,,0.04760121
SLC39A9,,,,,,,,,,,0.036604407,,,,,,0.036604407,,,,,,,
SLC41A1,,,,,,,,,0.000748463,,,,,,0.000748463,,,,,,,,,
SLC41A2,,,,,,,,,,0.120817124,,,,,,0.120817124,,,,,,,,
SLC41A3,,,,,,,,,,,,0.001061457,,,,,,0.001061457,,,0.00222555,,,
SLC43A1,,,,,,,0.122537759,,,,0.000915071,,0.122537759,,,,0.000915071,,0.143289328,,,,,
SLC43A2,,,,,,,0.172698967,,,,,,0.172698967,,,,,,0.332413781,,,,,
SLC43A3,,,,,,,0.172698967,0.165015818,,0.001214789,,,0.172698967,0.165015818,,0.001214789,,,,,,,,
SLC44A1,,,,,,,,,,0.001214789,0.017271261,0.003007376,,,,0.001214789,0.017271261,0.003007376,,,,,,
SLC44A2,,,,,,,,,,,,,,,,,,,,,,,,0.01887887
SLC44A4,,,,,,,,,,,,,,,,,,,,,,,,
SLC45A2,,,,,,,0.046597186,0.009074495,,,,,0.046597186,0.009074495,,,,,,,,,,
SLC45A3,,,,,,,,,,0.018819245,,,,,,0.018819245,,,,,,,,
SLC45A4,,,,,,,,,,,,0.013708709,,,,,,0.013708709,,,0.872060083,,,0.391887644
SLC46A1,,,,,,,,,,,,,,,,,,,,,,,,
SLC46A2,,,,,,,0.035029722,,,,,,0.035029722,,,,,,,,,,,
SLC46A3,,,,,,,,,,,,,,,,,,,,,,,,
SLC4A1,,,,,,,,,,,,,,,,,,,,,,,,
SLC4A1AP,,,,,,,0.003981276,,,,,,0.003981276,,,,,,0.709721766,0.004961353,0.079319368,,,
SLC4A2,,,,,,,,,,,,,,,,,,,,0.179332047,,1.79E-05,0.436214741,0.251910535
SLC4A4,,,,,,,,,,,,,,,,,,,3.49E-05,,0.891363436,0.028083315,,
SLC4A5,,,,,,,,,0.000748463,,,,,,0.000748463,,,,,,,,,
SLC4A7,,,,,,,,,,,,,,,,,,,,2.88E-09,,,,
SLC4A9,,,,,,,,,,,,,,,,,,,,,,,,
SLC50A1,,,,,,,,,,,,,,,,,,,,,,,,
SLC51A,,,,,,,0.26661367,0.019836934,0.40185017,,,,0.26661367,0.019836934,0.40185017,,,,,,,,,
SLC52A2,,,,,,,,0.121629713,1,,,0.032889396,,0.121629713,1,,,0.032889396,,,,,,
SLC52A3,,,,,,,,,,,,,,,,,,,,,,,,
SLC5A3,,,,,,,,,,0.018819245,,,,,,0.018819245,,,,,,,,
SLC5A5,,,,,,,,,,0.176906154,0.000352565,,,,,0.176906154,0.000352565,,,,,,,
SLC5A6,,,,,,,,,,,,,,,,,,,,,,,,
SLC5A7,,,,,,,0.002302138,,0.40185017,,,,0.002302138,,0.40185017,,,,,,,,,
SLC5A9,,,,,,,,,0.127470913,,,,,,0.127470913,,,,,,,,,
SLC6A14,,,,,,,,,,,,,,,,,,,,0.18210556,,0.005346144,,
SLC6A15,,,,,,,,0.0287869,,0.324874787,0.005434643,0.008162657,,0.0287869,,0.324874787,0.005434643,0.008162657,,,,,,
SLC6A2,,,,,,,0.005396369,,,,,,0.005396369,,,,,,,,,,,
SLC6A3,,,,,,,,,,,,,,,,,,,,,,0.001740659,,
SLC6A4,,,,,,,0.14553617,,,,,,0.14553617,,,,,,0.16337222,,,,,
SLC6A6,,,,,,,,,,,,0.013708709,,,,,,0.013708709,,,,,,
SLC6A7,,,,,,,,,,,,0.013708709,,,,,,0.013708709,,,,,,
SLC6A9,,,,,,,,,,,,,,,,,,,,,,,,
SLC7A1,,,,,,,,,,,0.017271261,,,,,,0.017271261,,,,,,,
SLC7A11,,,,,,,,,,,,0.005359415,,,,,,0.005359415,,,,,,0.002356902
SLC7A14,,,,,,,,,,,0.03905292,,,,,,0.03905292,,,,,,,
SLC7A2,,,,,,,,,,,,,,,,,,,,,,,,0.007317985
SLC7A3,,,,,,,,,,,,0.004762365,,,,,,0.004762365,,,,,,
SLC7A5,,,,,,,,,,,0.000173519,,,,,,0.000173519,,,,,,,
SLC7A6,,,,,,,,,,,,,,,,,,,,,,,,
SLC7A6OS,,,,,,,,,,,,,,,,,,,,0.744855245,,0.558157479,,
SLC7A8,,,,,,,0.172698967,,,0.120817124,3.46E-08,0.089252313,0.172698967,,,0.120817124,3.46E-08,0.089252313,,,,,0.081704968,
SLC7A9,,,,,,,,0.014151834,,,0.006640584,0.010755442,,0.014151834,,,0.006640584,0.010755442,,,,,,
SLC8A1,,,,,,,,,,,,,,,,,,,0.187410771,,,0.17182807,,
SLC8B1,,,,,,,0.102606583,,,,,,0.102606583,,,,,,,,,,,
SLC9A1,,,,,,,0.057937329,,,,,,0.057937329,,,,,,,,,0.006315229,,
SLC9A3R1,,,,,,,6.18E-06,,,,,,6.18E-06,,,,,,0.001384009,,,0.000637181,,
SLC9A3R2,,,,,,,,,,,,,,,,,,,0.145061486,,,0.475247839,0.267296593,
SLC9A4,,,,,,,,,,0.120817124,,,,,,0.120817124,,,,,,,,
SLC9A5,,,,,,,,,,,,,,,,,,,,,,,,
SLC9A6,,,,,,,,0.165015818,0.329376628,,,,,0.165015818,0.329376628,,,,,,,,,
SLC9A7,,,,,,,,,,,,,,,,,,,0.187410771,,,,,
SLC9A8,,,,,,,,,,,,,,,,,,,,,,,,
SLC9A9,,,,,,,,,,,,,,,,,,,0.245892739,,,,,
SLC9C1,,,,,,,,,0.648483168,0.472199557,,,,,0.648483168,0.472199557,,,,,,,,
SLCO1A2,,,,,,,,,,0.019124549,0.00099892,,,,,0.019124549,0.00099892,,,,,,,
SLCO1C1,,,,,,,,,,,,,,,,,,,,,,,,
SLCO2B1,,,,,,,0.122537759,,,,,,0.122537759,,,,,,,,0.481925087,,,
SLCO4A1,,,,,,,,,,,,,,,,,,,,,,0.025490372,,
SLCO4C1,,,,,,,,,,,,,,,,,,,,0.341260666,7.58E-05,,,0.689354071
SLF1,,,,,,,0.122537759,,,,0.017271261,,0.122537759,,,,0.017271261,,,,,,,
SLF2,,,,,,,,,,0.000697604,,,,,,0.000697604,,,,,0.182453024,,,0.004033205
SLFN11,,,,,,,,,,,,,,,,,,,,,,,,
SLFN12,,,,,,,,,,,,,,,,,,,,,,,,
SLFN12L,,,,,,,,,,,,,,,,,,,,,,,,
SLFN13,,,,,,,,,,,,,,,,,,,,,,,,
SLFN14,,,,,,,,,,,,,,,,,,,,,,,,
SLFN5,,,,,,,,,,,,,,,,,,,,,,,,
SLFNL1,,,,,,,,,,,,,,,,,,,,,,,,
SLIT1,,,,,,,,,,,0.013911405,,,,,,0.013911405,,,,,,,
SLIT3,,,,,,,,,,,,,,,,,,,,,,,,
SLITRK2,,,,,,,,,,,,,,,,,,,0.215631872,,,,,
SLITRK4,,,,,,,0.122537759,,,,,,0.122537759,,,,,,,,,,,
SLITRK6,,,,,,,2.42E-05,,,,,,2.42E-05,,,,,,6.26E-08,,,,,
SLK,,,,,,,0.14553617,,,0.055652277,,,0.14553617,,,0.055652277,,,0.210061227,,,4.23E-11,0.002849989,
