gene	lung_mean_CRISPR
CD74	0.137262859
CCDC144A	-0.458794172
SEMA3E	-0.032313788
TMEM63A	-0.099629249
ZNF646	-0.159647004
RAB11FIP3	-0.14341746
SECISBP2L	-0.241059664
CD79A	0.192768229
DCAF1	
DOCK4	0.025333268
SART3	-1.059858129
HDAC9	0.180009806
KNTC1	-0.285492912
USP34	-0.062612393
GPRASP1	
CCP110	-0.52624608
SETD1A	-0.950779154
CD79B	-0.108081631
LAPTM4A	-0.021569018
IFT140	-0.283301192
ARHGAP32	0.140771166
ACAP1	-0.20110384
ZNF536	-0.209305348
CLSTN3	-0.05009991
SLK	-0.166179
PHACTR2	-0.062891461
CD81	-0.013201702
SNPH	0.230388828
PCDHA9	-0.138495627
ZSCAN12	
STARD8	
TBKBP1	-0.283553435
KMT2B	-0.361454874
FRMPD4	
HDAC4	-0.286511169
ADGRE5	
TOX	-0.018674333
MLEC	0.03147067
LZTS3	-0.041365527
KIAA0513	-0.129154017
ZFYVE16	-0.066838963
SUSD6	
JADE3	
PCLAF	
CD151	-0.205218684
RASSF2	0.098690264
RAPGEF5	0.052941927
TMEM94	
BCLAF1	-0.952596452
EIF4A3	-1.27677855
ATG13	-0.152476911
TM9SF4	-0.272647803
KIAA0232	0.06907094
TBC1D5	-0.186190807
CDA	-0.100642367
PIEZO1	-0.194049926
RNF144A	0.263780381
MATR3	-0.309142545
RIMS3	0.079629503
SNX17	-0.258454317
DHX38	-0.403621947
KIAA0586	-0.158138451
DLGAP5	-0.214004571
MTSS1	-0.206928829
SPCS2	-0.895969522
BMS1	-1.227899688
PTDSS1	-0.465682047
SERTAD2	0.022527665
CKAP5	-1.353455498
MAML1	-0.113825761
PHYHIP	0.087161724
TATDN2	-0.056311697
IST1	-0.204562923
ACYP2	0.097153575
MRPL19	-0.549938842
DAZAP2	-0.285322711
TOMM20	-0.948885184
SCRN1	0.16037129
SPOCK2	0.069128374
IP6K1	0.009049138
RNF40	-0.673620352
CTIF	0.072342601
EFCAB14	-0.131579847
SFI1	0.048915354
GIT2	-0.08238705
URB2	-0.74084407
KEAP1	-0.234895284
NUP58	
TSC22D2	-0.547813031
CUL7	-0.431600265
RB1CC1	-0.199872158
ARMCX2	
ARHGAP11A	-0.314324036
SPATA2	0.018105091
ARHGEF11	-0.301160148
DNAJC6	-0.044304698
CDK1	-1.782949519
TRIM14	-0.090738069
ZNF623	0.055573827
MELK	-0.128937819
LCMT2	-0.205788211
GINS1	-1.571693334
ZEB2	-0.197889863
CDK11B	
ZBTB24	-0.026250201
PLEKHM1	-0.305204081
HEPH	
ELMO1	-0.023292615
GAB2	-0.32300588
C2CD5	0.122057925
MFAP3L	0.202809319
ZNF518A	
EPM2AIP1	-0.169832815
RUSC2	0.189924664
C2CD2L	0.088509994
FARP2	0.070589293
CEP350	-0.122759153
PPP1R26	-0.050403065
CEP170	-0.027022409
LRIG2	-0.067971051
PSMD6	-1.514823765
MED24	-0.408638869
MAGI2	0.117931339
TRIL	
TRIM66	
PJA2	0.005383623
TOMM70	
SETDB1	-0.66001382
AREL1	-0.28058273
SEC24D	0.169139787
FCHSD2	-0.010158692
TLK1	-0.052044013
URB1	-1.386759466
ZC3H11A	-0.468966092
TOX4	-0.370391617
DDX46	-0.663255795
CDC5L	-1.556507175
ZBTB39	-0.385428701
TBC1D4	0.277537245
POM121	-0.182411176
OSBPL2	-0.048335902
RHOBTB1	-0.047302332
SMG7	-0.519574257
ZBED4	-0.194720161
7-Sep	
PLPPR4	
NUAK1	-0.019931443
SNAP91	-0.125061884
TELO2	-0.873862619
TECPR2	-0.14221095
FIG4	-0.217612022
WASHC5	
UBAP2L	-0.270058786
SV2B	0.156389938
CDC6	-1.246695814
SV2A	-0.359595607
SRGAP3	-0.079688757
MRC2	0.011122603
KLHL21	0.036249829
RBM19	-1.058372148
SGSM2	0.15396681
SLC35E2	-0.298610097
G3BP2	0.055441898
DENND4B	-0.199086055
CDC20	-1.564368863
RABGAP1L	-0.058839996
TMCC2	-0.029518091
ARHGAP44	0.303672651
SUPT7L	-0.029591234
ATP2C2	-0.037068621
ARNT2	0.07501368
FAM20B	-0.14830424
NCAPD2	-1.000179437
KBTBD11	0.130870498
RNF10	-0.026019986
IQSEC1	-0.023699366
ZBTB40	-0.136186671
PAN2	-0.283932789
ZBTB5	-0.013454553
LPGAT1	-0.084718877
MFN2	-0.646832449
KIF14	-0.663025318
JOSD1	-0.303228652
CDC25A	-0.320555117
HELZ	-0.154999388
PUM3	
P2RY14	-0.125264553
MAFB	0.127313632
CD302	-0.085149077
DCLRE1A	0.133982253
ARHGAP25	-0.0667998
CDC25B	-0.372227971
DLEC1	-0.010157018
EXOG	0.062382164
XYLB	0.148660571
OXSR1	0.004375605
GFPT2	-0.175958983
CRYZL1	0.0852086
MAGEC1	
WDR1	-0.910828741
AMMECR1	
CDC25C	-0.314708378
GOLGA5	-0.022649954
HS3ST4	0.070992768
HS3ST3B1	0.001316347
HS3ST3A1	0.034134987
HS3ST2	0.023473583
HS3ST1	0.097194171
USP15	-0.069564079
CDC27	-1.711171601
USP3	-0.048932296
MVP	-0.052026279
SLC23A2	0.000440469
SLC23A1	0.000828058
FGF19	0.028209582
TNFSF15	0.020723578
THRAP3	-0.07878521
MED12	
MED13	0.061929393
CDC34	-0.002385782
NR1I3	-0.007298343
NR1H4	-0.155859876
NUP153	-0.770506455
CCS	-0.315542569
NR1D2	0.128762853
CLEC2B	0.233104159
RBX1	-0.628637667
CDC42	-1.065804532
DOPEY2	0.100045011
FGFBP1	0.074733967
THOC1	-1.118181848
REC8	-0.283689514
RCE1	-0.203687735
HNRNPDL	-0.081478083
DMTF1	-0.009786757
PPP4R1	-0.099013564
CDH1	-0.195801811
SLC12A6	-0.155346427
KCNE2	-0.141528684
DGCR2	-0.152827194
CASP8AP2	
SCO2	-0.26262798
A3GALT2	-0.058143317
AADACL3	-0.044748952
AARSD1	-0.240487853
ABHD1	-0.007650361
ABHD17C	0.077217517
ABI3BP	0.109827756
ABRACL	0.100862148
ACBD7	0.126338516
ACN9	0.091425549
ACOT6	-0.07994955
ACPT	0.111378077
ACSM2A	0.070472266
ACSM4	0.123474422
ACTL10	0.148479777
ACTR3C	-0.182014996
ADCK3	-0.064926389
ADCK4	-0.112093623
ADH7	0.067825239
ADM5	-0.08686131
ADO	-0.085181976
ADRBK1	-0.206962875
ADRBK2	-0.064512813
AFAP1L1	-0.069192952
AFAP1L2	-0.070246639
AGBL1	0.030606819
AGBL4	-0.307543668
AGPAT6	0.120288076
AGPAT9	0.105483724
AHDC1	-0.154895458
AHNAK2	0.197932188
AIM1	0.133596741
AK6	-1.068796075
AKIRIN2	-0.900791512
AKNAD1	-0.012216878
ALDH3A2	0.034679548
ALDH6A1	-0.168867385
ALG14	-1.112117015
ALKBH6	-0.01688127
ALS2CR11	0.114670854
AMER2	-0.311613468
AMICA1	-0.128948804
AMMECR1L	-0.021546425
AMY1A	0.152046845
ANAPC13	-0.794653551
ANAPC16	0.050241229
ANGPT1	0.016970689
ANGPTL3	-0.017317232
ANHX	-0.106580051
ANKDD1A	-0.07300097
ANKDD1B	0.102083679
ANKRD20A2	-1.056674955
ANKRD32	-0.087234492
ANKRD34A	-0.158461399
ANKRD39	-0.190228063
ANKRD52	-0.223725115
ANKRD54	-0.328214477
ANKRD55	-0.059854403
ANKRD61	0.092094669
ANKRD9	0.001520925
ANKS1B	0.096657303
ANO4	-0.156347864
ANO7	0.045457092
ANO9	0.125551201
ANXA2R	-0.106916341
ANXA8	-0.045716302
ANXA8L1	0.127379036
AP3B2	-0.026533112
AP5B1	-0.075281508
AP5S1	0.051897753
AP5Z1	-0.035944777
APITD1	-0.232301925
APOA1BP	-0.227627601
AQPEP	-0.020374851
ARFGEF2	-0.037992281
ARHGEF17	-0.037436789
ARIH2OS	-0.058691008
ARL14EPL	0.040739263
ARL6IP6	-0.157067758
ARMC12	-0.145323922
ARMC9	-0.026048032
ARMS2	0.07048599
ARRDC3	0.154019503
ARRDC5	-0.15941035
ARTN	-0.07134892
ASAH1	0.019549974
ASAH2B	-0.180430407
ASB2	0.245070669
ASCL5	-0.331061791
ASIC3	0.070952055
ASIC4	-0.182811314
ASPDH	0.023812569
ASPG	0.012150504
ASPSCR1	-0.304499539
ASUN	-0.554172793
ATE1	-0.020371422
ATF5	-0.297766695
ATHL1	-0.147727705
ATP2A1	-0.089363465
ATP5L2	-0.255793911
ATP5SL	-0.076305427
ATP6V1E1	-1.046180205
ATP6V1E2	-0.092498201
ATP6V1G1	-1.362539384
ATXN1L	-0.079751487
ATXN7L3	-0.415759987
ATXN7L3B	-0.163201285
AUNIP	-0.15836147
B3GALTL	0.123994373
B3GNT1	-0.152379836
B3GNT7	0.049216457
B3GNT9	-0.136354688
B4GALT6	-0.032812026
B9D2	-0.030583386
BABAM1	0.183682269
BAI1	-0.019031316
BAI3	0.011726165
BANP	-0.919660855
BARHL1	-0.132655775
BBIP1	0.038182001
BBS10	0.126288696
BBS12	0.1316123
BCL2L15	-0.001894876
BEAN1	-0.106737748
BEND3	-0.310514448
BEND4	-0.10222339
BEND7	0.015331883
BET1L	-0.117811653
BHLHA9	0.050827156
BLID	0.033199051
BLOC1S3	-0.322322843
BMP7	0.075640734
BNIP3L	0.233586382
BOD1	-0.219695301
BOD1L1	-0.247788198
BOD1L2	0.189535548
BOLA2	-0.450446703
BPIFB2	-0.081189807
BPIFB4	-0.169190439
BRAT1	-0.551187765
BRE	0.024851498
BRI3BP	-0.040118918
BRICD5	0.005422663
BRINP1	0.170571036
BSPH1	0.094101704
BSX	0.075277807
BZRAP1	-0.207525576
C10orf105	-0.113839375
C10orf107	-0.039650896
C10orf11	0.036742169
C10orf12	0.034011674
C10orf126	0.063043467
C10orf128	-0.000252169
C10orf131	0.128468893
C10orf2	-0.633195704
C10orf32	-0.309924055
C10orf35	0.022212193
C10orf54	0.066649311
C10orf55	-0.079256015
C10orf62	-0.004903915
C10orf67	0.152168938
C10orf82	0.109217961
C10orf88	0.00183309
C10orf90	-0.044217876
C10orf91	-0.00283693
C10orf95	-0.287881974
C11orf1	0.015412289
C11orf21	0.045013561
C11orf30	0.052456579
C11orf31	-0.084241969
C11orf44	0.112854125
C11orf48	-0.05303549
C11orf52	-0.017838127
C11orf53	-0.002875695
C11orf54	0.144489061
C11orf65	-0.234303589
C11orf68	-0.292930606
C11orf73	-0.190299214
C11orf84	-0.096539774
C11orf85	-0.202305958
C11orf86	-0.086609067
C11orf87	0.132126608
C11orf88	-0.11702355
C11orf91	-0.106763555
C11orf94	-0.169175052
C12orf29	0.089004753
C12orf42	-0.044037149
C12orf5	0.073347454
C12orf50	-0.015389931
C12orf56	-0.384753948
C12orf57	0.037008909
C12orf65	-0.397986255
C12orf71	0.025102259
C12orf73	-0.11675145
C12orf74	-0.02376653
C12orf75	0.177168534
C12orf76	-0.080424308
C12orf77	0.007747283
C12orf79	-0.04212986
C14orf1	-0.065505103
C14orf142	-0.187395691
C14orf177	0.142171756
C14orf180	0.073205244
C14orf182	0.03529312
C14orf183	0.020219794
C14orf80	-0.607516652
C15orf26	-0.117076863
C15orf27	0.078468286
C15orf32	0.106800524
C15orf40	-0.194983923
C15orf41	-0.103954699
C15orf43	-0.046616124
C15orf52	-0.057064865
C15orf53	-0.00260244
C15orf56	0.10873899
C15orf57	-0.158363957
C15orf59	-0.019091597
C15orf62	0.066194873
C16orf13	-0.067125644
C16orf54	-0.136048974
C16orf59	-0.543165159
C16orf70	-0.219788212
C16orf72	-0.525861163
C16orf74	-0.121517447
C16orf86	-0.47615139
C16orf90	-0.010073348
C16orf91	-0.190863115
C16orf92	-0.275442395
C16orf93	-0.124856548
C16orf95	-0.223653855
C16orf96	-0.140339947
C16orf97	-0.011366651
C17orf104	-0.334736995
C17orf105	-0.324508349
C17orf107	-0.055528847
C17orf112	0.158234259
C17orf47	0.064442562
C17orf49	-0.284004886
C17orf50	-0.340353329
C17orf53	-0.319525128
C17orf59	-0.000505786
C17orf67	0.063026915
C17orf70	-0.332759016
C17orf74	-0.003351555
C17orf85	0.035061478
C17orf89	-0.670497039
C17orf96	-0.611305189
C17orf97	0.07670439
C17orf98	-0.116007127
C18orf21	-0.130541824
C18orf32	-0.251442249
C18orf42	0.367112186
C18orf54	-0.041364842
C18orf63	-0.043715013
C19orf10	-0.198783869
C19orf24	-0.169754593
C19orf25	-0.427599088
C19orf26	-0.120052778
C19orf33	-0.046523902
C19orf38	-0.280017899
C19orf40	-0.281668658
C19orf43	-0.299107849
C19orf44	-0.188976675
C19orf45	0.186268993
C19orf47	-0.166788151
C19orf52	-0.644033069
C19orf54	0.06289334
C19orf57	-0.107817037
C19orf60	-0.26757954
C19orf66	-0.269873513
C19orf67	-0.390772023
C19orf70	-0.37476035
C19orf71	-0.000342059
C19orf73	-0.06774963
C19orf80	-0.039409088
C19orf81	-0.030855992
C19orf83	-0.363182299
C19orf84	0.027641766
C1QTNF4	-0.54180817
C1QTNF5	-0.185694066
C1orf101	0.005354103
C1orf106	-0.12754959
C1orf110	-0.085358846
C1orf111	-0.169276728
C1orf112	-0.050825523
C1orf127	-0.307356998
C1orf137	-0.087732712
C1orf168	-0.128847876
C1orf177	-0.242477743
C1orf185	0.074061894
C1orf189	0.011826806
C1orf192	-0.188853755
C1orf194	0.030888863
C1orf195	-0.066480188
C1orf204	0.360517408
C1orf210	0.098654459
C1orf216	-0.012474864
C1orf226	-0.161219823
C1orf229	-0.098635375
C1orf233	-0.312073828
C1orf234	0.013584879
C1orf50	-0.059817772
C1orf52	-0.168599085
C1orf61	-0.04642647
C1orf68	0.090980423
C1orf85	-0.167341835
C1orf86	-0.373533889
C1orf94	0.094248436
C1orf95	-0.006760054
C20orf141	0.106462638
C20orf144	-0.079934299
C20orf166	0.108028266
C20orf194	-0.03138905
C20orf195	-0.170514802
C20orf197	0.175924199
C20orf26	-0.015706623
C20orf27	0.103762544
C20orf78	0.033654751
C20orf96	0.138164726
C21orf140	0.149253503
C21orf2	-0.124308186
C21orf33	-0.12626279
C22orf15	-0.116397512
C22orf24	-0.041939104
C22orf29	-0.119736106
C22orf39	-0.139430945
C22orf42	0.280621175
C2CD3	0.037030929
C2CD4A	0.05377988
C2CD4B	0.143507455
C2CD4C	0.043164541
C2CD4D	-0.08046929
C2orf27A	-0.737986773
C2orf42	-0.069692834
C2orf43	0.164117777
C2orf44	0.035630411
C2orf47	-0.274676863
C2orf54	-0.026839934
C2orf57	0.017139598
C2orf61	0.001161032
C2orf68	-0.305954696
C2orf70	-0.048385537
C2orf72	0.226305561
C2orf78	-0.166674458
C2orf80	0.014201723
C2orf82	-0.154354103
C2orf88	0.0954062
C2orf91	0.101405744
C3orf14	0.219141803
C3orf17	-1.286282153
C3orf18	-0.081022911
C3orf20	-0.130801642
C3orf22	-0.057198342
C3orf27	0.113311706
C3orf35	0.031695427
C3orf36	-0.059800114
C3orf43	0.145991238
C3orf55	-0.123072817
C3orf62	-0.083840882
C3orf70	-0.038057755
C3orf79	0.162220913
C3orf84	0.153478265
C4A	-0.344848536
C4orf17	0.023333395
C4orf19	-0.248036386
C4orf27	-0.074211023
C4orf29	0.11715373
C4orf3	0.05069102
C4orf46	-0.082282571
C4orf47	0.20213577
C4orf51	0.095457142
C4orf6	0.263229052
C5orf20	-0.217701365
C5orf28	0.299443408
C5orf30	-0.299237073
C5orf38	0.046801445
C5orf42	-0.159952343
C5orf45	-0.105453597
C5orf49	0.030998123
C5orf55	-0.080083879
C5orf58	0.325402457
C5orf60	-0.148623027
C5orf63	-0.055293296
C5orf66	0.003522834
C6orf1	-0.028275273
C6orf120	0.020358304
C6orf132	-0.024405824
C6orf141	-0.136818315
C6orf165	0.051905889
C6orf195	0.089273677
C6orf203	-0.155341458
C6orf211	-0.00549689
C6orf222	-0.163935742
C6orf226	-0.098881195
C6orf229	0.10377138
C6orf25	-0.03224345
C6orf47	-0.268626285
C6orf57	-0.018639737
C6orf99	0.024421203
C7orf25	0.152309668
C7orf26	-0.543064521
C7orf33	0.05944093
C7orf34	0.191931442
C7orf50	-0.457312428
C7orf55	-0.050076289
C7orf60	0.145387714
C7orf61	-0.235765968
C7orf62	0.076546602
C7orf63	-0.112228233
C7orf73	0.126793671
C8orf22	0.041921633
C8orf58	0.059792177
C8orf59	-0.369058415
C8orf74	0.11606975
C8orf76	-0.197985565
C8orf88	-0.200124512
C9orf114	-1.386703491
C9orf116	-0.175955181
C9orf117	0.069557015
C9orf129	-0.334945671
C9orf142	-0.099986201
C9orf153	0.038282451
C9orf156	0.085698329
C9orf16	-0.429339896
C9orf171	-0.231237011
C9orf172	-0.257955486
C9orf173	-0.040724177
C9orf41	0.13493007
C9orf47	-0.056263953
C9orf50	-0.108261229
C9orf57	0.055476466
C9orf64	-0.008941981
C9orf69	0.06096139
C9orf78	-0.756301362
C9orf84	-0.018571882
C9orf89	-0.048356789
C9orf9	-0.23568901
C9orf91	0.138569013
C9orf92	-0.019307138
CAAP1	0.084680208
CABLES1	0.030965958
CACTIN	-1.153864013
CALCOCO1	-0.309061798
CALHM2	0.163091199
CALML3	0.048040641
CAMK2N2	0.109459554
CAMSAP1	-0.148922157
CAMSAP2	-0.177912599
CAMSAP3	-0.005062049
CAPN14	0.157563022
CAPSL	0.106201614
CARKD	0.074581213
CARNS1	-0.168785426
CASC10	0.163331875
CASC5	-0.673904124
CASS4	-0.190862018
CATIP	-0.047187441
CATSPER2	-0.004768188
CBS	-0.038493111
CBWD3	-0.703662262
CBWD5	-0.544638128
CBWD6	0.246688076
CBY1	-0.105142545
CBY3	-0.145578989
CC2D1B	-0.212858744
CC2D2A	-0.009129251
CC2D2B	-0.108853624
CCBL1	-0.056841805
CCBL2	0.168938835
CCDC101	-0.783514278
CCDC102A	-0.102309198
CCDC103	0.061624525
CCDC104	-0.070492141
CCDC105	-0.126328661
CCDC106	-0.357121936
CCDC107	-0.31524022
CCDC108	-0.008525823
CCDC109B	0.294756456
CCDC11	0.182903169
CCDC124	-0.226316853
CCDC125	-0.213277203
CCDC127	0.188684303
CCDC129	0.255802316
CCDC13	0.031968424
CCDC130	-0.960825055
CCDC132	-0.07987159
CCDC134	-0.002367561
CCDC135	0.026532895
CCDC137	-0.455192008
CCDC142	-0.195673149
CCDC147	-0.195467164
CCDC15	0.125016932
CCDC152	0.203146346
CCDC153	0.009652421
CCDC157	0.057751246
CCDC158	0.008654785
CCDC159	0.164064671
CCDC166	0.010560559
CCDC173	0.146676135
CCDC174	-0.898289198
CCDC175	0.101566486
CCDC176	-0.082205322
CCDC177	0.055412623
CCDC179	0.212048109
CCDC182	-0.214401534
CCDC184	-0.250236123
CCDC185	0.051554829
CCDC19	-0.03609692
CCDC23	0.177787211
CCDC24	-0.180304429
CCDC30	-0.313046361
CCDC33	-0.015115002
CCDC37	-0.068772009
CCDC39	-0.093299374
CCDC40	0.047334283
CCDC42B	-0.027403392
CCDC43	-0.385723842
CCDC53	-0.441642398
CCDC59	-0.787582785
CCDC61	-0.099953444
CCDC64	-0.0019369
CCDC64B	-0.367694014
CCDC67	0.02473135
CCDC70	-0.049216425
CCDC71L	-0.108182201
CCDC8	-0.082192978
CCDC85A	0.017076616
CCDC85B	-0.286456199
CCDC85C	0.129726808
CCDC86	-0.965639112
CCDC88B	-0.244558583
CCDC88C	-0.039997879
CCDC89	0.071939886
CCDC9	-0.112175636
CCER1	0.163614336
CCER2	-0.051893045
CCKAR	0.049223657
CCL3L3	0.007792537
CCM2	-0.112493198
CCM2L	0.070195553
CCPG1	-0.014407851
CCRN4L	-0.324877662
CCSER1	-0.06167516
CCSER2	0.236638579
CCZ1B	-0.141245844
CD163	0.096649861
CD27	-0.282286661
CD34	0.049228187
CD97	-0.080288288
CDCA3	-0.424184976
CDH9	0.060045344
CDHR4	-0.083269389
CDK3	-0.14553485
CDR2	-0.110890474
CDRT15	0.003083119
CDRT15L2	0.140985201
CECR1	-0.110139109
CECR5	-0.233118641
CECR6	-0.158400564
CEMP1	-0.061981665
CEND1	-0.204289525
CENPP	-0.518788398
CENPQ	0.181135214
CEP104	0.040362081
CEP112	-0.072868827
CEP152	-0.466878408
CEP162	0.032107764
CEP170B	-0.040762125
CEP19	-0.028105938
CEP44	0.027189631
CEP83	0.144082727
CEP85L	-0.217553562
CEP97	-0.473401223
CERS1	-0.008626561
CFAP221	-0.100406522
CFAP43	-0.044868147
CFC1	-0.146519142
CFC1B	0.032292257
CFI	0.046177383
CGB2	-0.115326986
CGB5	-0.244496001
CGB7	0.192907135
CHCHD10	-0.107804399
CHCHD4	-1.076087154
CHCHD5	-0.313851693
CHL1	0.068614562
CHMP1A	-0.649419259
CHPF	0.052506585
CHRNA2	0.016908349
CHST9	0.109243879
CHSY1	0.14763894
CIPC	0.05687021
CIRH1A	-1.855482573
CISD2	0.078333317
CISD3	-0.052910645
CKAP2L	-0.227894206
CLCC1	-0.426380858
CLDN22	0.195586914
CLDN24	0.012225959
CLDN25	-0.019554725
CLDND2	0.073616394
CLEC18A	-0.03593426
CLEC18C	-0.095820326
CLEC2L	0.074351748
CLEC7A	0.280191586
CLLU1OS	0.25065546
CLPSL2	-0.001368505
CLRN2	-0.046742496
CLUAP1	-0.039060695
CMTM5	-0.181447975
CMTR2	-0.097648561
CNEP1R1	-0.259280438
CNFN	0.056773527
CNNM3	-0.078302507
CNTLN	0.002565075
CNTNAP3	-0.135222085
CNTNAP3B	-0.131238954
CNTROB	-0.151128075
COA3	-0.398395395
COA5	-0.479643806
COA6	-0.456965922
COA7	-0.752886687
COLCA2	0.006174131
COPRS	-0.20581829
COQ2	-0.516661327
COQ4	-0.758073985
COX16	-0.300695958
COX19	-0.484641053
CPLX3	0.109412007
CPSF3L	-1.60743523
CPSF4L	-0.034613699
CPSF6	-0.872975436
CPTP	0.108028827
CRAMP1L	-0.371933413
CRB2	-0.192623812
CREBRF	-0.028209967
CREG2	-0.028712894
CRHR1	-0.086007106
CRIP1	0.063388028
CRIP2	-0.020490792
CRIP3	-0.140841094
CRIPAK	-0.084887326
CRISPLD2	-0.003424693
CRTC2	-0.268129974
CRY1	0.026078973
CRYAA	0.085182439
CRYBA2	-0.076263396
CRYM	-0.083026003
CSRNP2	0.034728903
CSRP2BP	-0.235200122
CT62	-0.045119708
CTAGE5	-0.087809467
CTNNA1	-0.01363624
CTRB1	-0.029853574
CTRB2	-0.286030053
CTSK	-0.240059107
CTTNBP2NL	-0.031182817
CTXN1	-0.304727097
CTXN2	0.031484984
CTXN3	0.136281633
CUZD1	0.047523881
CWF19L2	-0.726978578
CXCL1	-0.263318986
CXCR1	0.020064248
CXCR6	0.102954496
CYB5RL	0.097755405
CYP26A1	-0.270034798
CYP2A13	-0.563424392
CYP4A11	-0.062176511
CYP4A22	0.016088
CYP7B1	0.123667445
CYS1	-0.509914612
CYSRT1	-0.085568085
CYTH2	-0.009588489
CYTH4	-0.139637397
CYTL1	0.186337396
DAB2IP	0.34907862
DACT2	0.131786923
DACT3	-0.261245484
DAGLA	-0.110659113
DAK	-0.156822906
DCAF15	-0.307335943
DCBLD2	0.01997769
DCD	-0.03566982
DCDC2B	-0.288804306
DCST2	-0.217464348
DDN	-0.563111671
DDX11	-0.939409421
DEFA1	0.304860447
DEFB103B	0.137479726
DEFB104A	0.155332114
DEFB105A	0.227855151
DEFB106A	0.238598922
DEFB107B	0.194954531
DEFB108B	0.236623625
DEFB110	0.185886724
DEFB112	0.140752819
DEFB113	0.217763453
DEFB114	0.043222632
DEFB115	-0.239736351
DEFB116	-0.109313047
DEFB121	0.149441331
DEFB124	0.250583624
DEFB125	0.06569933
DEFB128	0.107326004
DEFB130	0.290327008
DEFB131	-0.009391616
DEFB134	0.03325703
DEFB135	-0.05313593
DEFB136	0.041527534
DEFB4A	-0.080117531
DEFB4B	0.026361079
DENND1C	-0.144683521
DENND2A	-0.147764018
DENND2C	-0.293424863
DENND2D	-0.077155441
DENND4A	-0.213651065
DENND4C	-0.032166735
DENND6B	-0.019426323
DEPTOR	-0.054493577
DESI2	0.228039254
DFNB31	-0.062500546
DFNB59	0.044397297
DGCR14	-0.919476729
DGCR6	-0.202410607
DHFRL1	-0.343628909
DHX32	-0.000431869
DIP2C	0.085000295
DIRAS2	-0.057863081
DKKL1	-0.040558485
DLC1	0.084264117
DLGAP3	-0.158911508
DMRTA2	-0.454995348
DNAAF3	0.104266687
DNAH14	0.153040747
DNAH3	-0.003154309
DNAH6	0.20445422
DNAJB11	-0.304704529
DNAJB7	-0.037035781
DNAJC13	-0.397811302
DNAJC25	0.080985467
DNAJC28	0.093845799
DNAL4	-0.057936991
DNLZ	-0.444007268
DOHH	-0.77028426
DOK7	0.017181177
DOPEY1	0.108077162
DPH6	-0.584689646
DPM3	-0.372595872
DPPA3	-0.45358277
DPPA5	-0.520018242
DPY19L1	0.004134652
DRD2	0.085584323
DSG4	0.036150743
DTHD1	-0.269642004
DTWD2	-0.113085635
DTX2	-0.367966073
DTX4	0.021965914
DYDC1	-0.200081738
DYTN	0.066264576
DYX1C1	-0.036082407
EAPP	-0.438336075
EBF4	0.190999163
EBLN1	0.153041897
EBLN2	0.285837963
ECT2L	-0.404987694
EDDM3B	-0.0365968
EEF2K	0.000797896
EFCAB9	-0.064987263
EFR3B	-0.215176071
EFS	-0.132281089
EFTUD1	-0.926308963
EGFLAM	-0.016397965
EHBP1L1	-0.301141812
EID3	0.046404427
EIF3C	0.261364467
EIF3CL	-1.387676814
EIF4E1B	-0.063392065
EIF4EBP1	-0.348628463
ELFN1	-0.110889983
ELOVL1	-0.440282007
ELTD1	0.156500782
EMC6	-0.332543501
EMC9	-0.102764362
EMR1	-0.084283545
EMR2	-0.239129587
EMR3	0.028260215
ENDOD1	0.040896131
ENHO	0.078699376
ENKD1	-0.306703935
ENPP1	0.053527906
ENTHD1	-0.093562192
ENTHD2	-0.490609509
EPHA6	0.044365367
EPHX3	-0.055940527
EPN3	-0.09787338
EPT1	-0.178156313
ERBB2IP	-0.079146151
ERICH1	0.223580966
ERICH3	0.101229241
ERICH5	-0.279401549
ERLEC1	-0.17541267
ERLIN1	-0.10563472
ERMARD	0.010949409
ERO1L	0.007316108
ERO1LB	0.075298312
ERVV-2	-0.071704326
ESYT3	-0.035808288
EVA1B	-0.068893527
EVPLL	-0.119871657
EVX2	0.080968423
EXD1	0.032238742
EXO5	-0.147492225
EXOC3	-0.726178037
EXOC3L2	0.091195914
EXOC3L4	-0.134025461
EXOC6B	-0.13835411
EXTL1	-0.337210445
FAIM3	-0.123140676
FAM101A	-0.115942049
FAM102A	-0.022920984
FAM105A	0.069553243
FAM107B	0.180555139
FAM109A	0.033638535
FAM109B	-0.161790539
FAM110A	0.202723383
FAM110C	-0.010286017
FAM111A	0.057895833
FAM115A	0.030845006
FAM115C	0.197653682
FAM117B	-0.179559322
FAM120AOS	-0.116361745
FAM122A	-0.462567248
FAM124A	-0.127103071
FAM126B	-0.022925323
FAM131A	-0.077835562
FAM131B	0.083160176
FAM131C	-0.039471874
FAM132A	0.00650988
FAM134A	-0.018625451
FAM134B	0.063273108
FAM134C	-0.172391931
FAM149B1	0.11658283
FAM150A	0.05750129
FAM150B	0.220120497
FAM151A	-0.059613803
FAM153A	0.066889118
FAM153B	-0.226411765
FAM154A	-0.225735792
FAM154B	-0.046645233
FAM155A	0.073026127
FAM159A	-0.193639952
FAM159B	-0.146620882
FAM160A1	0.029746452
FAM160B2	-0.061741472
FAM162B	-0.22658518
FAM163B	0.211555739
FAM166B	-0.036031214
FAM167B	-0.096412339
FAM168A	0.074805597
FAM169A	-0.097610752
FAM170A	0.006246255
FAM170B	0.115781358
FAM171A1	0.12344305
FAM173A	0.009854283
FAM174A	-0.012063184
FAM175A	-0.220467966
FAM175B	0.21531316
FAM177B	-0.012129312
